Country,LAType,LAName,TotalEstablishments(IncludingNotYetRated&Outside),EstablishmentsNotYetRatedForIntervention,EstablishmentsOutsideTheProgramme,Total%OfBroadlyCompliantEstablishmentsRatedA-E,Total%OfBroadlyCompliantEstablishments(IncludingNotYetRated),ARatedEstablishments,Total%OfBroadlyCompliantEstablishments-A,BRatedEstablishments,Total%OfBroadlyCompliantEstablishments-B,CRatedEstablishments,Total%OfBroadlyCompliantEstablishments-C,DRatedEstablishments,Total%OfBroadlyCompliantEstablishments-D,ERatedEstablishments,Total%OfBroadlyCompliantEstablishments-E,Total%OfInterventionsAchieved(PremisesRatedA-E),Total%OfInterventionsAchieved-PremisesRatedA,Total%OfInterventionsAchieved-PremisesRatedB,Total%OfInterventionsAchieved-PremisesRatedC,Total%OfInterventionsAchieved-PremisesRatedD,Total%OfInterventionsAchieved-PremisesRatedE,Total%OfInterventionsAchieved-PremisesNotYetRated,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-VoluntaryClosure,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Seizure|Detention&SurrenderOfFood,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Suspension/RevocationOfApprovalOrLicence,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneEmergencyProhibitionNotice,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProhibitionOrder,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-SimpleCaution,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneImprovementNotices,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-RemedialAction&DetentionNotices,TotalNumberOfEstablishmentsSubjectToWrittenWarnings,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProsecutionsConcluded,ProfessionalFullTimeEquivalentPosts-Occupied*
England,District Council,North Norfolk,1836,43,1,97.66,95.37,2,0.00,51,74.51,277,91.70,538,99.44,924,99.89,67.82,100.00,99.58,97.68,87.69,11.74,100.00,0,0,0,0,0,0,10,0,302,2,5.20
England,District Council,North Warwickshire,743,13,138,94.76,92.73,4,0.00,39,69.23,137,91.24,206,98.54,206,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,0,0,0,5,0,237,3,3.00
England,District Council,North West Leicestershire,921,28,0,96.30,93.38,5,0.00,41,58.54,167,95.81,317,98.74,363,100.00,89.82,100.00,100.00,94.12,96.69,58.97,100.00,0,2,0,1,0,0,9,0,183,0,3.60
England,District Council,Northampton ?,2025,247,4,95.32,83.67,4,25.00,109,60.55,341,91.20,749,99.07,571,100.00,38.13,100.00,95.89,73.93,20.07,9.17,100.00,0,4,0,0,0,2,24,0,385,1,3.50
England,District Council,Norwich City,1623,80,5,95.06,90.36,14,21.43,60,76.67,425,91.06,564,97.70,475,100.00,80.53,100.00,99.42,84.92,67.38,62.14,100.00,6,0,0,1,1,3,21,0,411,1,3.50
England,District Council,Nuneaton and Bedworth,809,10,0,93.37,92.21,1,0.00,39,64.10,144,85.42,313,94.89,302,99.67,98.62,100.00,100.00,100.00,97.57,96.95,99.35,2,0,0,0,0,0,3,0,453,0,3.70
England,District Council,Oadby and Wigston,393,6,19,96.74,95.19,2,0.00,13,76.92,66,93.94,121,97.52,166,100.00,92.86,100.00,100.00,98.04,92.00,55.56,100.00,0,0,0,0,0,1,0,0,73,0,1.50
England,District Council,Oxford City,1294,10,0,93.46,92.74,3,0.00,47,53.19,313,86.58,611,97.38,310,99.68,99.07,100.00,100.00,99.45,99.63,95.40,93.79,3,0,0,0,0,1,27,0,503,0,3.50
England,District Council,Pendle ?,823,2,0,99.15,98.91,1,0.00,25,92.00,111,98.20,360,99.44,324,100.00,70.03,100.00,92.31,90.10,53.78,100.00,100.00,3,0,0,0,0,0,10,0,141,0,3.00
England,District Council,Preston,1388,19,4,95.16,93.86,3,0.00,59,66.10,261,90.04,599,97.16,443,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2,0,0,0,0,0,0,0,268,0,4.50
England,District Council,Purbeck,671,0,0,97.47,97.47,0,NP,52,92.31,86,88.37,264,98.86,269,100.00,96.95,NR,100.00,98.25,94.74,96.08,100.00,0,0,0,0,0,0,1,0,86,0,2.05
England,District Council,Redditch,678,95,147,97.25,79.85,2,50.00,16,56.25,113,98.23,198,98.99,107,100.00,88.14,100.00,96.15,91.40,97.65,22.73,73.08,0,0,0,2,0,0,2,0,41,0,2.16
England,District Council,Reigate and Banstead,1037,59,1,97.54,91.99,2,0.00,34,76.47,170,92.35,272,99.63,499,100.00,99.01,100.00,100.00,96.67,99.34,100.00,100.00,0,0,0,0,0,0,2,0,255,0,3.00
England,District Council,Ribble Valley,728,19,0,97.18,94.64,3,33.33,31,83.87,109,92.66,293,98.63,273,99.63,97.31,100.00,100.00,100.00,99.33,91.74,100.00,0,0,0,0,0,0,0,0,270,0,1.91
England,District Council,Richmondshire,713,44,7,99.24,93.06,0,NP,11,81.82,81,96.30,314,100.00,256,100.00,99.14,100.00,100.00,98.48,98.65,100.00,100.00,0,0,0,0,0,0,0,0,257,0,2.00
England,District Council,Rochford,618,25,0,97.47,93.53,1,0.00,25,84.00,84,90.48,176,98.86,307,100.00,97.52,100.00,94.12,96.00,100.00,97.27,100.00,0,0,0,0,0,3,0,0, -   ,0,1.90
England,District Council,Rossendale,756,8,132,97.24,95.99,1,0.00,28,67.86,87,93.10,250,99.60,250,100.00,98.61,0.00,100.00,100.00,97.74,98.96,100.00,2,0,0,0,0,0,5,0,161,0,1.60
England,District Council,Rother and Wealden,2606,74,0,97.16,94.40,6,16.67,195,87.69,620,95.48,764,98.04,947,100.00,99.54,100.00,99.62,99.57,99.73,98.93,100.00,0,0,0,0,0,0,4,1,378,0,5.24
England,District Council,Rugby,913,10,3,95.11,94.07,1,0.00,34,47.06,145,92.41,350,96.29,370,99.73,97.51,100.00,100.00,96.77,97.48,97.37,94.12,4,0,0,2,1,0,31,0,173,2,2.50
England,District Council,Runnymede,744,19,0,92.97,90.59,3,0.00,27,7.41,118,84.75,238,97.90,339,100.00,95.51,100.00,100.00,92.39,95.24,97.18,94.37,3,0,0,0,0,3,3,0,70,0,1.69
England,District Council,Rushcliffe,900,137,0,93.71,79.44,6,0.00,62,61.29,134,87.31,311,99.68,250,100.00,99.37,100.00,100.00,100.00,98.43,100.00,100.00,0,0,0,0,0,0,2,0,245,0,3.00
England,District Council,Rushmoor,738,4,0,95.37,94.85,0,NP,20,65.00,149,91.95,285,94.74,280,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,12,12,0,0,0,4,4,0,295,0,2.10
England,District Council,Ryedale,895,87,160,96.91,85.44,1,0.00,31,77.42,124,91.13,281,100.00,211,99.53,97.60,100.00,97.83,96.70,97.99,100.00,100.00,0,0,0,0,0,0,2,0,187,0,2.00
England,District Council,Scarborough,2048,123,307,96.23,89.43,1,0.00,39,51.28,311,90.35,805,98.63,462,100.00,84.78,100.00,99.00,78.77,88.58,72.79,100.00,0,0,0,0,0,0,7,0,538,1,3.16
England,District Council,Sedgemoor,1387,21,0,97.95,96.47,0,NP,26,76.92,163,91.41,475,98.53,702,99.86,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,4,0,149,0,3.50
England,District Council,Selby,781,10,0,96.50,95.26,0,NP,15,66.67,146,87.67,253,98.81,357,99.72,59.18,100.00,100.00,99.02,97.85,7.10,100.00,0,0,0,0,0,0,2,0,62,0,1.75
England,District Council,Sevenoaks ?,855,8,0,92.44,91.58,11,0.00,50,66.00,251,88.05,283,97.88,252,100.00,88.13,100.00,100.00,89.53,84.89,79.44,100.00,2,0,0,0,0,0,3,1,371,0,2.60
England,District Council,Shepway,1173,18,12,96.06,94.57,3,33.33,30,70.00,269,88.48,418,99.28,423,100.00,97.83,100.00,100.00,98.75,98.25,93.02,100.00,3,1,0,0,0,0,1,0,283,0,1.80
England,District Council,South Buckinghamshire,587,9,7,97.02,95.52,0,NP,16,56.25,138,92.75,216,100.00,201,100.00,95.32,100.00,100.00,100.00,99.23,59.38,100.00,1,2,0,0,0,0,1,0,176,0,1.63
England,District Council,South Cambridgeshire,1310,108,131,98.32,89.31,4,25.00,20,70.00,162,96.30,477,99.58,408,99.75,92.07,100.00,100.00,95.93,96.65,69.86,100.00,0,0,0,0,0,1,1,0,336,0,3.00
England,District Council,South Derbyshire,791,2,8,97.57,97.32,1,0.00,22,77.27,85,88.24,331,99.09,342,100.00,98.72,NR,100.00,100.00,98.99,97.30,98.51,0,0,0,0,0,0,0,0,223,0,2.49
England,District Council,South Hams,1193,22,0,97.95,96.14,6,33.33,28,75.00,181,94.48,498,99.40,458,100.00,90.86,100.00,98.41,88.89,77.59,99.67,60.68,0,0,0,0,0,0,0,0,182,0,1.30
England,District Council,South Holland,927,15,9,97.34,95.75,0,NP,61,85.25,167,92.81,245,98.78,430,100.00,99.79,100.00,100.00,100.00,100.00,98.90,99.40,0,8,0,0,0,1,4,0,39,0,2.90
England,District Council,South Kesteven,1345,13,83,99.12,98.10,0,NP,26,76.92,218,97.71,454,100.00,551,100.00,99.39,100.00,100.00,100.00,100.00,97.78,96.19,3,0,0,1,0,1,9,0,69,0,3.00
England,District Council,South Lakeland,1783,45,0,99.31,96.80,1,0.00,36,88.89,293,97.61,698,100.00,710,100.00,93.86,100.00,99.04,97.45,92.28,90.91,93.73,2,0,0,0,0,0,3,0,197,0,3.80
England,District Council,South Norfolk,1222,74,48,97.09,90.97,1,0.00,29,58.62,99,87.88,411,98.30,560,100.00,93.76,100.00,96.00,95.29,92.60,94.06,100.00,0,0,0,0,0,0,2,0,537,0,3.50
England,District Council,South Northamptonshire,914,53,2,97.67,92.00,3,66.67,42,78.57,170,95.29,297,99.33,347,100.00,88.52,100.00,100.00,96.61,94.29,60.00,100.00,1,0,0,0,0,0,3,0,187,0,2.60
England,District Council,South Oxfordshire,1285,2,0,95.87,95.72,7,0.00,76,76.32,280,91.07,355,99.15,565,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2,0,0,4,1,1,10,0,424,1,2.85
England,District Council,South Ribble,1023,83,5,98.61,90.57,0,NP,48,85.42,138,98.55,314,98.73,435,100.00,61.11,100.00,98.55,97.80,21.24,50.97,100.00,3,0,0,0,0,3,1,0,52,0,3.00
England,District Council,South Somerset,2034,51,138,98.10,95.46,3,100.00,62,85.48,311,94.21,653,99.39,816,99.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3,0,2,0,0,0,14,0,651,0,5.20
England,District Council,South Staffordshire,872,25,0,97.05,94.27,3,0.00,30,63.33,139,95.68,269,98.14,406,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,1,23,0,283,1,2.60
England,District Council,Spelthorne,797,21,0,93.30,90.84,0,NP,27,37.04,134,79.10,250,97.20,365,100.00,84.05,100.00,94.12,89.19,88.11,66.32,100.00,0,0,0,0,0,0,9,0,325,0,1.80
England,District Council,St Albans City,1066,2,173,92.93,92.72,3,0.00,71,60.56,235,89.36,361,98.06,221,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,3,0,156,0,4.89
England,District Council,Stafford,1318,36,5,96.55,93.91,1,0.00,46,63.04,207,92.27,436,97.71,587,100.00,84.50,100.00,100.00,98.34,90.00,56.22,96.51,1,1,0,0,0,1,9,0,382,0,2.50
England,District Council,Staffordshire Moorlands,1010,7,0,98.21,97.52,1,100.00,37,72.97,198,97.98,296,98.65,471,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,13,0,189,0,2.00
England,District Council,Stevenage,615,2,0,97.06,96.75,0,NP,6,16.67,57,82.46,301,99.00,249,100.00,98.59,100.00,100.00,100.00,99.42,95.92,100.00,0,0,0,0,0,0,0,0,90,0,2.00
England,District Council,Stratford-on-Avon,1523,46,2,97.22,94.28,5,20.00,46,63.04,277,93.86,424,99.76,723,99.72,83.27,100.00,90.57,85.41,87.77,74.68,100.00,1,0,0,0,0,1,7,0,306,0,5.20
England,District Council,Stroud,1337,94,3,96.69,89.88,3,33.33,72,79.17,216,90.28,378,99.47,571,99.82,76.18,91.67,97.54,95.19,65.52,17.11,100.00,0,0,0,0,0,0,1,0,299,0,1.80
England,District Council,Suffolk Coastal,1291,25,12,99.04,97.11,3,0.00,16,75.00,150,96.67,524,100.00,561,100.00,99.30,NR,100.00,99.33,99.30,99.19,100.00,0,0,0,0,0,0,1,0,264,0,3.01
England,District Council,Surrey Heath,632,3,5,97.12,96.65,0,NP,16,56.25,88,92.05,256,98.44,264,100.00,99.36,100.00,100.00,98.92,99.24,100.00,100.00,1,0,0,0,0,0,3,0,263,0,2.50
England,District Council,Swale,1308,48,36,97.14,93.47,0,NP,21,61.90,170,87.65,488,98.77,545,100.00,99.08,100.00,100.00,99.52,97.80,100.00,100.00,0,0,0,0,0,0,6,0,226,0,2.50
England,District Council,Tamworth,496,0,0,91.53,91.53,6,0.00,19,63.16,96,83.33,178,93.82,197,98.98,99.64,100.00,100.00,100.00,100.00,98.36,100.00,0,1,0,0,0,1,5,0,161,0,2.10
England,District Council,Tandridge,765,10,0,96.82,95.56,0,NP,43,93.02,183,91.26,317,98.42,212,100.00,93.58,100.00,98.41,91.12,94.15,93.44,100.00,1,0,0,0,0,0,4,0,135,0,1.41
England,District Council,Taunton Deane,1026,39,0,96.25,92.59,0,NP,58,67.24,184,91.85,427,99.30,318,100.00,97.31,100.00,100.00,98.54,94.61,97.32,92.26,0,0,0,0,0,0,4,0,340,0,4.60
England,District Council,Teignbridge,1603,63,24,98.55,94.62,2,0.00,56,83.93,172,95.93,555,99.46,731,99.86,85.09,100.00,98.41,92.55,95.07,61.62,100.00,1,0,0,0,0,0,3,0,368,1,4.00
England,District Council,Tendring,1183,132,0,97.34,86.48,5,0.00,21,61.90,184,92.39,444,99.77,397,100.00,90.44,92.86,100.00,99.18,92.24,74.53,100.00,0,0,0,0,0,0,0,0,7,0,2.75
England,District Council,Test Valley,1132,6,102,94.92,94.37,3,33.33,51,64.71,207,89.37,348,97.41,415,99.76,99.45,100.00,98.53,100.00,99.39,99.16,100.00,0,0,1,0,0,1,7,0,256,0,3.10
England,District Council,Tewkesbury,780,27,0,94.95,91.67,4,0.00,31,51.61,175,93.71,243,96.71,300,100.00,88.89,100.00,100.00,92.79,86.67,43.90,100.00,1,1,0,0,0,0,29,0,116,2,2.30
England,District Council,Thanet,1359,2,0,97.35,97.20,1,0.00,10,20.00,158,91.77,773,98.45,415,99.52,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2,0,0,0,0,0,7,0,186,0,9.00
England,District Council,Three Rivers,608,8,4,96.14,94.87,0,NP,18,66.67,145,91.72,182,97.25,251,100.00,97.11,100.00,97.62,99.26,98.61,92.13,100.00,0,0,0,2,0,0,2,0,109,0,1.40
England,District Council,Tonbridge and Malling,1081,22,0,96.22,94.26,2,0.00,39,69.23,229,89.96,327,99.08,462,100.00,99.61,100.00,100.00,99.60,99.39,99.63,100.00,0,0,0,0,0,1,11,0,397,0,3.00
England,District Council,Torridge,873,20,73,97.95,95.50,3,66.67,32,81.25,92,95.65,315,99.05,338,99.41,97.09,100.00,100.00,98.57,94.51,98.55,100.00,2,0,0,0,0,0,3,0,188,0,2.60
England,District Council,Tunbridge Wells,1230,18,113,96.82,95.26,1,0.00,27,51.85,172,88.95,366,99.45,533,100.00,99.88,100.00,100.00,100.00,99.67,100.00,100.00,1,0,0,1,0,0,4,0,176,0,3.80
England,District Council,Uttlesford ?,845,14,11,95.00,93.41,3,33.33,50,52.00,155,92.90,238,98.32,374,100.00,99.84,100.00,100.00,100.00,100.00,98.46,100.00,0,0,0,0,0,0,3,0,422,0,4.50
England,District Council,Vale of White Horse,1041,1,0,94.81,94.72,5,0.00,91,72.53,221,90.05,254,99.21,469,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,0,0,0,4,0,373,2,2.22
England,District Council,Warwick ?,1388,19,0,95.18,93.88,14,0.00,36,44.44,213,93.43,551,97.46,555,99.28,92.59,100.00,100.00,99.35,91.35,78.92,94.62,5,0,0,0,0,4,6,0,372,2,5.00
England,District Council,Watford,852,6,0,94.21,93.54,0,NP,27,70.37,174,83.33,255,96.47,390,99.23,97.72,100.00,100.00,100.00,99.38,85.25,100.00,2,1,0,0,0,0,1,0,180,0,1.75
England,District Council,Waveney,1256,23,58,94.30,92.49,3,33.33,47,59.57,215,83.26,438,98.17,472,99.58,99.34,100.00,100.00,99.00,98.67,100.00,100.00,1,1,0,0,0,0,0,0,394,0,3.58
England,District Council,Waverley,1119,15,0,94.66,93.39,5,0.00,59,72.88,269,89.22,334,97.31,437,100.00,86.53,100.00,100.00,99.04,90.78,55.19,100.00,0,0,0,0,0,0,2,0,339,0,3.08
England,District Council,Wellingborough,746,1,2,95.29,95.16,10,10.00,22,54.55,135,90.37,206,98.54,370,100.00,98.65,100.00,100.00,99.26,98.43,97.50,100.00,4,8,0,0,0,0,3,1,149,0,2.00
England,District Council,Welwyn Hatfield,852,83,5,92.15,83.12,11,0.00,48,47.92,158,86.71,221,98.64,326,100.00,83.05,100.00,100.00,95.54,65.67,43.75,100.00,2,0,0,0,0,0,14,0,178,2,3.00
England,District Council,West Devon,710,31,0,97.79,93.52,3,33.33,18,94.44,114,90.35,236,100.00,308,99.68,65.20,100.00,92.31,65.33,48.15,64.85,53.01,0,0,0,0,0,0,0,0,55,0,1.20
England,District Council,West Dorset,1676,27,0,99.21,97.61,2,50.00,47,87.23,245,98.37,581,99.66,774,100.00,97.87,100.00,100.00,97.72,97.10,98.16,96.30,1,0,0,0,0,0,1,0,380,0,3.80
England,District Council,West Lancashire,923,50,5,95.97,90.74,1,100.00,85,87.06,178,89.33,375,98.67,229,100.00,84.13,100.00,100.00,92.94,78.65,71.34,100.00,0,0,0,0,0,0,0,0, -   ,0,3.00
England,District Council,West Lindsey,969,45,0,95.56,91.12,11,0.00,48,66.67,175,93.14,192,99.48,498,99.80,86.51,97.56,100.00,77.78,75.00,98.44,85.58,3,0,0,0,0,0,3,0,218,0,2.60
England,District Council,West Oxfordshire ?,1217,42,58,97.85,94.31,2,0.00,24,58.33,159,94.34,341,99.41,591,99.83,78.56,100.00,97.06,99.14,82.42,60.83,100.00,0,0,0,0,0,0,3,0,179,0,2.33
England,District Council,West Somerset,619,25,28,97.88,93.74,2,50.00,17,76.47,56,92.86,231,98.70,260,100.00,89.81,100.00,95.65,93.18,97.37,75.90,100.00,0,0,0,0,0,0,2,0,54,0,2.00
England,District Council,West Suffolk Councils ,1858,163,54,97.38,88.58,7,42.86,39,76.92,241,90.04,648,99.38,706,99.72,68.26,100.00,100.00,91.83,75.15,32.03,100.00,0,0,0,0,0,0,2,0,389,1,4.80
England,District Council,Weymouth and Portland,878,18,0,99.07,97.04,0,NP,12,66.67,107,98.13,279,99.28,462,100.00,97.27,NR,100.00,98.86,98.81,92.81,94.53,1,0,0,1,0,0,0,0,132,0,2.90
England,District Council,Winchester City,1259,64,0,97.99,93.01,4,50.00,42,69.05,181,96.69,436,99.31,532,100.00,94.76,100.00,96.83,94.55,93.02,94.95,62.13,3,0,0,0,0,0,4,0,250,0,3.90
England,District Council,Woking,837,11,1,97.09,95.81,1,0.00,13,53.85,119,86.55,324,99.69,368,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,4,0,0,4,0,116,0,2.05
England,District Council,Worcester City,973,100,154,98.19,86.20,0,NP,32,81.25,174,95.98,312,100.00,201,100.00,87.29,100.00,94.44,87.22,87.35,72.22,60.82,0,0,0,0,0,0,0,0,98,0,1.93
England,District Council,Wychavon,1248,76,64,99.01,92.65,0,NP,26,80.77,211,97.63,407,99.75,464,100.00,89.74,NR,97.92,97.13,98.62,55.79,64.71,1,0,0,0,0,0,1,0,85,0,2.16
England,District Council,Wycombe,1411,135,169,88.89,79.23,6,0.00,85,51.76,260,78.08,409,96.82,347,98.27,95.89,100.00,100.00,93.21,93.95,99.36,100.00,0,0,0,0,0,0,10,0,266,0,2.25
England,District Council,Wyre,1116,6,4,94.12,93.62,8,25.00,71,76.06,213,89.67,450,97.33,364,97.80,89.31,100.00,98.35,99.01,95.40,52.74,100.00,6,0,0,0,0,4,7,1,434,2,3.80
England,District Council,Wyre Forest,947,106,125,96.79,84.31,3,0.00,42,78.57,182,97.25,283,98.23,206,99.51,82.41,100.00,91.84,88.00,89.39,39.34,77.42,0,0,0,1,1,0,3,0,51,0,1.94
England,London Borough,Barking and Dagenham ?,1254,52,0,91.76,87.96,2,100.00,50,62.00,541,86.51,305,97.70,304,100.00,56.09,100.00,95.83,62.72,54.20,11.63,100.00,1,0,0,1,0,0,10,0,310,0,4.00
England,London Borough,Barnet,2610,44,190,92.63,90.95,10,10.00,105,44.76,576,84.90,856,98.01,829,99.52,58.09,100.00,100.00,96.21,59.61,3.63,91.47,4,0,0,7,7,0,25,1,656,0,5.00
England,London Borough,Bexley,1618,32,2,94.82,92.95,7,14.29,67,59.70,337,89.61,484,97.11,689,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10,0,0,0,0,11,56,0,758,1,4.94
England,London Borough,Brent ?,2616,119,322,85.61,81.17,8,50.00,211,47.87,613,80.10,784,90.31,559,99.82,65.41,100.00,84.33,81.91,35.71,75.68,59.66,10,1,0,4,4,0,13,0,846,0,4.50
England,London Borough,Bromley,2609,398,485,92.00,74.76,7,14.29,136,42.65,595,91.93,763,99.21,225,100.00,69.61,100.00,99.28,69.79,32.08,33.33,100.00,2,0,0,0,0,0,15,0,729,2,3.33
England,London Borough,Camden (2),3761,672,0,86.40,70.97,63,1.59,240,31.67,1079,86.93,1094,95.16,613,100.00,49.07,100.00,98.77,52.61,38.61,18.52,38.12,33,4,0,6,0,0,36,0,746,0,7.30
England,London Borough,City of London Corporation,1910,62,67,92.70,89.58,15,13.33,105,57.14,483,87.37,834,99.16,344,98.84,96.21,100.00,99.47,98.72,94.02,86.24,100.00,2,0,0,2,0,0,5,0,437,0,6.45
England,London Borough,Croydon,3511,856,0,88.25,66.73,12,8.33,70,31.43,938,79.85,840,92.50,795,99.87,66.29,100.00,100.00,75.42,73.77,11.81,100.00,7,2,0,0,0,0,41,0,290,1,4.00
England,London Borough,Ealing ?,2923,185,43,82.60,77.29,71,15.49,251,46.22,646,73.99,1032,89.92,695,99.71,98.56,100.00,100.00,97.65,97.64,99.22,71.61,4,12,0,37,0,0,59,4,1147,2,9.00
England,London Borough,Enfield,2512,7,777,81.31,80.98,21,4.76,190,31.05,527,75.14,643,93.62,347,100.00,99.43,100.00,100.00,100.00,99.07,96.40,100.00,17,0,0,0,0,7,65,4,1132,15,6.50
England,London Borough,Greenwich,2005,68,54,92.09,88.88,19,0.00,100,48.00,373,88.20,930,96.45,461,99.78,57.93,100.00,100.00,85.32,33.46,31.69,100.00,1,1,0,1,0,2,36,1,346,2,6.00
England,London Borough,Hackney,2709,54,1,87.75,86.00,12,0.00,201,39.80,707,85.01,1158,92.57,576,100.00,54.98,100.00,99.79,64.29,28.03,17.67,99.28,4,1,0,4,4,0,39,0,612,0,7.00
England,London Borough,Hammersmith and Fulham,1971,150,60,95.46,87.96,5,40.00,98,62.24,514,94.16,665,98.50,479,100.00,92.19,100.00,100.00,96.30,84.63,88.54,85.82,1,0,0,0,0,0,24,0,763,1,3.50
England,London Borough,Haringey,2128,100,49,94.09,89.56,7,14.29,59,49.15,343,87.46,843,95.85,727,99.59,71.29,100.00,100.00,98.97,93.58,18.53,100.00,0,8,1,2,0,6,24,0,547,0,3.20
England,London Borough,Harrow ?,1489,41,59,85.10,82.66,8,0.00,118,54.24,460,79.35,493,89.86,310,100.00,90.07,100.00,99.18,90.38,85.92,86.79,100.00,8,2,0,0,0,0,23,0,527,2,11.00
England,London Borough,Havering,1858,23,0,88.01,86.92,6,16.67,118,40.68,449,78.62,516,90.89,746,99.73,99.83,100.00,100.00,99.71,99.55,100.00,97.44,1,0,0,0,0,0,16,0,874,2,5.80
England,London Borough,Hillingdon,2400,74,160,91.14,88.13,11,18.18,109,29.36,509,86.25,804,95.52,733,100.00,86.32,97.87,99.55,95.74,59.29,100.00,91.90,11,7,0,2,0,2,14,0,633,2,6.00
England,London Borough,Hounslow,1874,52,174,85.86,83.24,7,0.00,111,37.84,429,77.16,621,90.82,480,99.58,97.47,100.00,100.00,100.00,97.59,85.15,90.69,4,1,0,0,0,0,7,0,814,0,3.00
England,London Borough,Islington,2345,167,0,83.79,77.83,19,10.53,193,40.41,830,77.35,631,95.09,505,99.60,97.16,100.00,100.00,98.55,97.35,85.99,100.00,14,0,0,1,0,7,14,0,361,4,11.40
England,London Borough,Kensington and Chelsea,1835,3,103,94.74,94.57,7,0.00,85,65.88,503,91.05,741,98.65,393,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.94,1,0,0,2,0,0,22,0,636,0,5.41
England,London Borough,Kingston-Upon-Thames,1739,143,11,90.66,83.16,12,8.33,78,39.74,434,83.64,606,96.86,455,100.00,41.59,98.10,88.39,58.90,14.73,3.24,57.73,5,3,0,0,0,0,12,1,174,0,3.35
England,London Borough,Lambeth ?,3243,366,12,91.83,81.43,7,0.00,115,46.09,867,89.73,1074,93.20,802,99.63,50.72,100.00,100.00,55.42,34.56,38.24,50.11,10,0,0,0,0,0,14,0,602,2,5.00
England,London Borough,Lewisham,2628,489,21,87.30,70.92,3,0.00,169,59.76,704,81.39,770,91.69,472,99.36,69.66,100.00,99.09,70.12,59.31,57.31,100.00,13,10,0,0,0,1,27,0,715,0,5.20
England,London Borough,Merton,1774,139,3,92.34,85.09,12,8.33,92,56.52,493,92.29,612,94.44,423,99.53,53.73,100.00,100.00,59.96,49.66,8.96,100.00,4,0,0,2,0,2,15,1,462,0,3.15
England,London Borough,Newham ?,2101,13,0,78.45,77.96,16,0.00,218,33.49,557,65.17,660,85.61,637,100.00,98.73,100.00,100.00,100.00,99.49,91.18,94.90,19,4,0,2,0,16,74,1,963,0,5.00
England,London Borough,Redbridge ?,1923,90,0,96.34,91.84,8,50.00,75,69.33,784,94.90,313,100.00,653,100.00,72.91,97.50,96.39,86.21,22.77,46.75,68.00,7,0,0,0,0,0,8,0,19,0,3.50
England,London Borough,Richmond-Upon-Thames,1559,146,0,93.35,84.61,7,0.00,68,38.24,348,91.38,581,97.76,409,99.51,47.28,100.00,100.00,76.43,29.36,2.51,94.83,4,0,0,1,0,0,14,0,464,1,2.75
England,London Borough,Southwark ?,3469,333,0,90.24,81.58,8,12.50,166,50.00,744,79.57,1348,95.47,870,99.66,63.57,100.00,99.72,83.98,53.70,19.70,88.89,6,24,0,2,0,0,9,0,816,2,5.80
England,London Borough,Sutton,1571,62,0,90.59,87.01,4,0.00,84,38.10,273,82.42,473,94.71,675,98.07,82.09,100.00,99.45,88.78,76.79,50.00,NR,1,0,0,0,0,1,28,0,479,1,2.95
England,London Borough,Tower Hamlets,2971,190,16,86.80,81.22,34,0.00,209,24.40,731,82.49,1130,96.28,661,99.55,90.07,100.00,100.00,93.69,84.03,55.91,72.22,1,5,0,10,0,0,36,0,1309,5,6.88
England,London Borough,Waltham Forest,2045,251,0,87.79,77.02,11,9.09,108,27.78,466,83.26,759,93.15,450,99.78,67.34,100.00,98.46,96.69,28.26,17.89,42.66,1,1,0,7,0,0,16,0,444,5,3.45
England,London Borough,Wandsworth,2746,244,36,91.24,83.03,17,23.53,175,45.14,700,88.00,857,97.32,717,100.00,94.99,100.00,100.00,98.01,94.02,84.56,99.72,3,4,0,1,0,0,11,1,124,2,5.50
England,London Borough,Westminster (3)(6),5262,,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,51,7,6,148,0,5,28,17.00
